# Fraction frozen, Temperatures, k, k_upper, k_lower
1.555209953343701396e-03,0.000000000000000000e+00,1.556420547658195251e-03,5.647038235270803765e-03,1.393855288100184059e-04
3.110419906687402793e-03,1.000000000000000000e+00,3.115267316949311537e-03,8.849908398088798117e-03,3.886832615282791951e-04
4.665629860031104623e-03,2.000000000000000000e+00,4.676547883901793420e-03,1.135277526492183345e-02,1.002398518609962097e-03
6.220839813374805585e-03,3.000000000000000000e+00,6.240269860084622991e-03,1.346888772460177498e-02,1.706918892020374209e-03
7.776049766718506548e-03,4.000000000000000000e+00,7.806440892829528619e-03,1.605766054911518179e-02,2.572551902681329168e-03
9.331259720062209245e-03,5.000000000000000000e+00,9.375068665456044725e-03,1.814276525588531114e-02,3.465260549590662431e-03
1.088646967340591021e-02,6.000000000000000000e+00,1.094616089749722923e-02,2.069981130567521976e-02,4.445280389839756201e-03
1.244167962674961117e-02,7.000000000000000000e+00,1.251972534492770857e-02,2.227302023619679230e-02,5.404220906706922595e-03
1.399688958009331213e-02,8.000000000000000000e+00,1.409576980039341405e-02,2.467839588343567411e-02,6.570025070913692623e-03
1.555209953343701310e-02,9.000000000000000000e+00,1.567430209344324379e-02,2.668397347047983190e-02,7.315191340519796789e-03
1.710730948678071406e-02,1.000000000000000000e+01,1.725533009076199095e-02,2.899378552372194884e-02,8.678714107366652594e-03
1.866251944012441849e-02,1.100000000000000000e+01,1.883886169640624011e-02,3.089412862631268908e-02,9.663045970116286229e-03
2.021772939346811945e-02,1.200000000000000000e+01,2.042490485204100439e-02,3.308017718983466415e-02,1.065444942990921573e-02
2.177293934681182042e-02,1.300000000000000000e+01,2.201346753717883450e-02,3.456650433898705854e-02,1.192094060664987062e-02
2.332814930015552138e-02,1.400000000000000000e+01,2.360455776942066430e-02,3.665267215347069174e-02,1.320834303000047172e-02
2.488335925349922234e-02,1.500000000000000000e+01,2.519818360469874147e-02,3.924619153313993469e-02,1.428176598942144417e-02
2.643856920684292330e-02,1.600000000000000000e+01,2.679435313752089390e-02,4.041314127428240893e-02,1.574703814663284615e-02
2.799377916018662427e-02,1.700000000000000000e+01,2.839307450121790130e-02,4.348458544467921627e-02,1.677914812425904817e-02
2.954898911353032523e-02,1.800000000000000000e+01,2.999435586819171676e-02,4.499676301109162280e-02,1.805438224527690372e-02
3.110419906687402619e-02,1.900000000000000000e+01,3.159820545016622101e-02,4.588435866560663240e-02,1.933189865785988476e-02
3.265940902021773062e-02,2.000000000000000000e+01,3.320463149843989881e-02,4.865358494598714251e-02,2.039876343843448001e-02
3.421461897356142812e-02,2.100000000000000000e+01,3.481364230414067673e-02,5.108852090411748759e-02,2.194909239259953959e-02
3.576982892690513255e-02,2.200000000000000000e+01,3.642524619848218348e-02,5.209628115431406969e-02,2.304756508221526834e-02
3.732503888024883698e-02,2.300000000000000000e+01,3.803945155302330267e-02,5.470351160625976789e-02,2.443853849408276352e-02
3.888024883359253447e-02,2.400000000000000000e+01,3.965626677992861726e-02,5.660582761569268873e-02,2.604031650360249042e-02
4.043545878693623891e-02,2.500000000000000000e+01,4.127570033223155327e-02,5.857429671280661027e-02,2.694586917327488132e-02
