# Fraction frozen, Temperatures, k, k_upper, k_lower
1.228501228501228471e-03,0.000000000000000000e+00,1.229256454729744279e-03,4.690600995520185015e-03,1.308117207742261028e-04
2.457002457002456942e-03,1.000000000000000000e+00,2.460025840862311436e-03,6.699623853420779394e-03,3.029929845457349528e-04
3.685503685503685629e-03,2.000000000000000000e+00,3.692311887127379573e-03,8.849908398088798117e-03,7.662910576186421699e-04
4.914004914004913883e-03,3.000000000000000000e+00,4.926118336055889009e-03,1.091780301099394210e-02,1.370170806131988184e-03
6.142506142506142137e-03,4.000000000000000000e+00,6.161448944048575349e-03,1.245656100449168448e-02,1.957026194466287422e-03
7.371007371007371259e-03,5.000000000000000000e+00,7.398307481444924526e-03,1.421219194945857849e-02,2.754584011742096470e-03
8.599508599508599513e-03,6.000000000000000000e+00,8.636697732591543455e-03,1.629464179926679371e-02,3.603318745931546451e-03
9.828009828009827767e-03,7.000000000000000000e+00,9.876623495911975720e-03,1.787890580782181341e-02,4.233413362303241334e-03
1.105651105651105602e-02,8.000000000000000000e+00,1.111808858397693618e-02,1.952163581192219166e-02,5.022504888727209564e-03
1.228501228501228427e-02,9.000000000000000000e+00,1.236109682357397488e-02,2.141964777106443105e-02,5.958679958331412202e-03
1.351351351351351253e-02,1.000000000000000000e+01,1.360565205577859808e-02,2.282355827003538715e-02,6.831779071290908570e-03
1.474201474201474252e-02,1.100000000000000000e+01,1.485175813602581350e-02,2.443853849408276352e-02,7.569577305707878359e-03
1.597051597051597077e-02,1.200000000000000000e+01,1.609941893418112557e-02,2.591346034152777061e-02,8.387054087839644970e-03
1.719901719901719903e-02,1.300000000000000000e+01,1.734863833461297578e-02,2.721033530881367818e-02,9.384020667011454611e-03
1.842751842751842728e-02,1.400000000000000000e+01,1.859942023626564439e-02,2.942167995572982434e-02,1.044834775844081035e-02
1.965601965601965553e-02,1.500000000000000000e+01,1.985176855273158500e-02,3.119734581912619181e-02,1.129746988878304464e-02
2.088452088452088379e-02,1.600000000000000000e+01,2.110568721232523523e-02,3.212497046767890524e-02,1.221559894815427150e-02
2.211302211302211204e-02,1.700000000000000000e+01,2.236118015815730109e-02,3.389784338489912341e-02,1.327300285088387106e-02
2.334152334152334030e-02,1.800000000000000000e+01,2.361825134820834046e-02,3.524835514313260504e-02,1.435168062055095992e-02
2.457002457002456855e-02,1.900000000000000000e+01,2.487690475540455665e-02,3.719359752935334079e-02,1.544242448226208590e-02
2.579852579852579680e-02,2.000000000000000000e+01,2.613714436769233249e-02,3.829951525827202108e-02,1.613626885392328153e-02
2.702702702702702506e-02,2.100000000000000000e+01,2.739897418811438820e-02,3.982539243882390195e-02,1.736264342765327789e-02
2.825552825552825331e-02,2.200000000000000000e+01,2.866239823488640759e-02,4.181850929143807877e-02,1.805438224527690372e-02
2.948402948402948504e-02,2.300000000000000000e+01,2.992742054147314382e-02,4.285216703696265172e-02,1.933189865785988476e-02
3.071253071253071329e-02,2.400000000000000000e+01,3.119404515666600319e-02,4.412633717367392405e-02,2.029939026681761710e-02
3.194103194103194154e-02,2.500000000000000000e+01,3.246227614466115630e-02,4.566083167280785005e-02,2.131530133161721116e-02
3.316953316953316633e-02,2.600000000000000000e+01,3.373211758513709746e-02,4.794599115369059528e-02,2.216451656787211261e-02
3.439803439803439805e-02,2.700000000000000000e+01,3.500357357333370306e-02,4.913110621308870024e-02,2.316039160607444303e-02
3.562653562653562284e-02,2.800000000000000000e+01,3.627664822013185186e-02,5.059197488435822343e-02,2.384904474498207236e-02
3.685503685503685456e-02,2.900000000000000000e+01,3.755134565213247982e-02,5.286512551980782071e-02,2.553658772885298092e-02
3.808353808353807934e-02,3.000000000000000000e+01,3.882767001173714760e-02,5.364531660036944705e-02,2.668397347047983190e-02
