# Fraction frozen, Temperatures, k, k_upper, k_lower
4.385964912280701511e-03,0.000000000000000000e+00,4.395611473038109340e-03,1.582412583762426647e-02,2.195111488085036116e-04
8.771929824561403022e-03,1.000000000000000000e+00,8.810629682154919734e-03,2.408311641880484660e-02,1.127043753461385829e-03
1.315789473684210453e-02,2.000000000000000000e+00,1.324522675002067981e-02,3.181273738795151879e-02,2.754584011742096470e-03
1.754385964912280604e-02,3.000000000000000000e+00,1.769957709940097462e-02,3.886474498014490242e-02,4.806541906191942777e-03
2.192982456140350755e-02,4.000000000000000000e+00,2.217385749432196698e-02,4.499676301109162280e-02,6.966541152171919736e-03
2.631578947368420907e-02,5.000000000000000000e+00,2.666824708216129422e-02,5.184249259975914903e-02,9.663045970116286229e-03
3.070175438596491058e-02,6.000000000000000000e+00,3.118292743668793846e-02,5.828895031633771207e-02,1.251754056881280996e-02
3.508771929824561209e-02,7.000000000000000000e+00,3.571808260207923191e-02,6.521774018603115897e-02,1.529233451534972935e-02
3.947368421052631360e-02,8.000000000000000000e+00,4.027389913793995996e-02,7.086310340502699479e-02,1.850064521267330217e-02
4.385964912280701511e-02,9.000000000000000000e+00,4.485056616535178925e-02,7.775284456301601033e-02,2.205654147833536333e-02
4.824561403508771662e-02,1.000000000000000000e+01,4.944827541398125886e-02,8.124636163623621954e-02,2.467839588343567411e-02
5.263157894736841813e-02,1.100000000000000000e+01,5.406722127027570324e-02,8.742117645995718667e-02,2.829441246861314277e-02
5.701754385964911964e-02,1.200000000000000000e+01,5.870760082677792258e-02,9.639036247745129404e-02,3.165776070901721306e-02
6.140350877192982115e-02,1.300000000000000000e+01,6.336961393258926101e-02,1.007212828302873064e-01,3.524835514313260504e-02
6.578947368421052266e-02,1.400000000000000000e+01,6.805346324501564126e-02,1.052467959890896337e-01,3.886474498014490242e-02
7.017543859649122417e-02,1.500000000000000000e+01,7.275935428242831515e-02,1.121449991459008005e-01,4.202322666698272285e-02
7.456140350877192569e-02,1.600000000000000000e+01,7.748749547837428808e-02,1.183339178870862762e-01,4.543839359828018981e-02
7.894736842105262720e-02,1.700000000000000000e+01,8.223809823697211807e-02,1.248643829787708659e-01,4.818070486403512598e-02
8.333333333333332871e-02,1.800000000000000000e+01,8.701137698962981004e-02,1.292065450772146018e-01,5.235131209956415954e-02
8.771929824561403022e-02,1.900000000000000000e+01,9.180754925312285819e-02,1.363370351962779614e-01,5.716139791042813140e-02
9.210526315789473173e-02,2.000000000000000000e+01,9.662683568907164122e-02,1.410781590677995800e-01,6.061121937291048117e-02
9.649122807017543324e-02,2.100000000000000000e+01,1.014694601648596511e-01,1.474169491163410117e-01,6.458386766958378045e-02
1.008771929824561348e-01,2.200000000000000000e+01,1.063356498160325653e-01,1.518002577608515147e-01,6.682977331277628608e-02
1.052631578947368363e-01,2.300000000000000000e+01,1.112256351102243745e-01,1.601776215963148509e-01,7.086310340502699479e-02
1.096491228070175378e-01,2.400000000000000000e+01,1.161396499126534504e-01,1.665592004748125965e-01,7.440954543549932465e-02
1.140350877192982393e-01,2.500000000000000000e+01,1.210779315532360401e-01,1.723513009136686258e-01,7.967471675264914399e-02
