# Fraction frozen, Temperatures, k, k_upper, k_lower
1.253132832080200432e-03,0.000000000000000000e+00,1.253918659593698803e-03,4.736637926474712192e-03,1.295403189379856778e-04
2.506265664160400863e-03,1.000000000000000000e+00,2.509411605425695708e-03,7.138738089448501065e-03,3.357147231596174525e-04
3.759398496240601295e-03,2.000000000000000000e+00,3.766482795476893373e-03,8.980516611501425037e-03,7.625580483601636242e-04
5.012531328320801727e-03,3.000000000000000000e+00,5.025136202673042771e-03,1.086461661488885046e-02,1.370170806131988184e-03
6.265664160401002158e-03,4.000000000000000000e+00,6.285375814960752691e-03,1.264039671271362415e-02,2.025081830225268064e-03
7.518796992481202590e-03,5.000000000000000000e+00,7.547205635382966266e-03,1.477841476546714813e-02,2.768068739417848829e-03
8.771929824561403022e-03,6.000000000000000000e+00,8.810629682154919734e-03,1.637441021667588453e-02,3.638684307076490206e-03
1.002506265664160345e-02,7.000000000000000000e+00,1.007565198874158657e-02,1.841051877940736575e-02,4.402075257938771989e-03
1.127819548872180389e-02,8.000000000000000000e+00,1.134227660393449452e-02,2.000416592607989069e-02,5.222604695402017702e-03
1.253132832080200432e-02,9.000000000000000000e+00,1.261050759192958344e-02,2.162987559612319227e-02,6.017162728041268276e-03
1.378446115288220475e-02,1.000000000000000000e+01,1.388034903240556624e-02,2.350219597664388732e-02,7.069354362503809004e-03
1.503759398496240518e-02,1.100000000000000000e+01,1.515180502060222041e-02,2.479920593916243657e-02,7.871154106336149953e-03
1.629072681704260561e-02,1.200000000000000000e+01,1.642487966740030503e-02,2.668397347047983190e-02,8.849908398088798117e-03
1.754385964912280604e-02,1.300000000000000000e+01,1.769957709940097462e-02,2.829441246861314277e-02,9.615972159567517594e-03
1.879699248120300648e-02,1.400000000000000000e+01,1.897590145900569097e-02,3.014891648060546991e-02,1.065444942990921573e-02
2.005012531328320691e-02,1.500000000000000000e+01,2.025385690449768572e-02,3.135006859352116454e-02,1.135277526492183345e-02
2.130325814536340734e-02,1.600000000000000000e+01,2.153344761012277245e-02,3.291902614090352897e-02,1.239587850389838909e-02
2.255639097744360777e-02,1.700000000000000000e+01,2.281467776617128809e-02,3.423054119417947433e-02,1.380180777259079616e-02
2.380952380952380820e-02,1.800000000000000000e+01,2.409755157906053047e-02,3.594365597724222261e-02,1.442193751016935047e-02
2.506265664160400863e-02,1.900000000000000000e+01,2.538207327141716110e-02,3.755864223962493420e-02,1.544242448226208590e-02
2.631578947368420907e-02,2.000000000000000000e+01,2.666824708216129422e-02,3.848700583077574455e-02,1.669740801431713120e-02
2.756892230576440950e-02,2.100000000000000000e+01,2.795607726659007225e-02,4.021626747673352764e-02,1.753305289489006519e-02
2.882205513784460993e-02,2.200000000000000000e+01,2.924556809646179645e-02,4.264341145420535301e-02,1.850064521267330217e-02
3.007518796992481036e-02,2.300000000000000000e+01,3.053672386008164999e-02,4.369745889138297590e-02,1.980973890424772565e-02
3.132832080200501079e-02,2.400000000000000000e+01,3.182954886238677228e-02,4.543839359828018981e-02,2.049862307920669036e-02
3.258145363408521122e-02,2.500000000000000000e+01,3.312404742503253369e-02,4.794599115369059528e-02,2.162987559612319227e-02
3.383458646616541166e-02,2.600000000000000000e+01,3.442022388647930642e-02,4.889176259482601317e-02,2.282355827003538715e-02
3.508771929824561209e-02,2.700000000000000000e+01,3.571808260207923191e-02,5.010025495753291092e-02,2.396579481408219955e-02
3.634085213032581252e-02,2.800000000000000000e+01,3.701762794416475766e-02,5.158994038355690925e-02,2.467839588343567411e-02
3.759398496240601295e-02,2.900000000000000000e+01,3.831886430213665706e-02,5.286512551980782071e-02,2.616779367443650486e-02
3.884711779448621338e-02,3.000000000000000000e+01,3.962179608255260443e-02,5.497130592793356141e-02,2.694586917327488132e-02
4.010025062656641381e-02,3.100000000000000000e+01,4.092642770921746387e-02,5.605565709009653619e-02,2.815657541223823973e-02
4.135338345864661425e-02,3.200000000000000000e+01,4.223276362327289812e-02,5.800499399316968313e-02,2.913572103936061877e-02
4.260651629072681468e-02,3.300000000000000000e+01,4.354080828328821262e-02,5.972971963102279014e-02,3.029650679795539703e-02
4.385964912280701511e-02,3.400000000000000000e+01,4.485056616535178925e-02,6.180682215253682082e-02,3.104536703818530988e-02
4.511278195488721554e-02,3.500000000000000000e+01,4.616204176316249241e-02,6.180682215253682082e-02,3.228223431459797954e-02
