# Fraction frozen, Temperatures, k, k_upper, k_lower
7.092198581560283516e-03,0.000000000000000000e+00,7.117467768863989554e-03,2.578722216295006517e-02,2.591584812450033215e-04
1.418439716312056703e-02,1.000000000000000000e+00,1.428595724747654117e-02,3.905500256532325187e-02,1.732109845067433037e-03
2.127659574468085055e-02,2.000000000000000000e+00,2.150620522096361939e-02,5.209628115431406969e-02,4.667750595831950643e-03
2.836879432624113406e-02,3.000000000000000000e+00,2.877896455004340381e-02,6.180682215253682082e-02,7.871154106336149953e-03
3.546099290780141411e-02,4.000000000000000000e+00,3.610500464211621047e-02,7.513985421871144377e-02,1.169033969191756589e-02
4.255319148936170109e-02,5.000000000000000000e+00,4.348511193973877975e-02,8.284900842031049650e-02,1.621526197603187502e-02
4.964539007092198808e-02,6.000000000000000000e+00,5.092009042725686996e-02,9.639036247745129404e-02,2.000416592607989069e-02
5.673758865248226813e-02,7.000000000000000000e+00,5.841076215641448355e-02,1.062797637228112685e-01,2.504260317815989317e-02
6.382978723404254817e-02,8.000000000000000000e+00,6.595796779179739777e-02,1.126939912141165373e-01,3.014891648060546991e-02
7.092198581560282822e-02,9.000000000000000000e+00,7.356256717701672998e-02,1.254756412281807787e-01,3.507664175200365941e-02
7.801418439716312214e-02,1.000000000000000000e+01,8.122543992258586532e-02,1.350119310246472304e-01,4.002035275563699257e-02
8.510638297872340219e-02,1.100000000000000000e+01,8.894748601649617170e-02,1.474169491163410117e-01,4.566083167280785005e-02
9.219858156028368223e-02,1.200000000000000000e+01,9.672962645855114061e-02,1.547946342476574366e-01,5.108852090411748759e-02
9.929078014184397616e-02,1.300000000000000000e+01,1.045728039195770454e-01,1.673745705817762108e-01,5.633007067389840528e-02
1.063829787234042562e-01,1.400000000000000000e+01,1.124779834266903256e-01,1.740428805103265975e-01,6.271897607040088918e-02
1.134751773049645363e-01,1.500000000000000000e+01,1.204461530758670906e-01,1.836477425475441794e-01,6.881689572189211845e-02
1.205673758865248163e-01,1.600000000000000000e+01,1.284783247731313693e-01,1.956845881871399073e-01,7.550769214538788354e-02
1.276595744680850963e-01,1.700000000000000000e+01,1.365755350057507311e-01,2.044769025216178204e-01,8.085056761359897537e-02
1.347517730496453903e-01,1.800000000000000000e+01,1.447388456449116845e-01,2.200173769917496969e-01,8.742117645995718667e-02
1.418439716312056564e-01,1.900000000000000000e+01,1.529693447814271801e-01,2.265593932001396527e-01,9.315103293454989053e-02
1.489361702127659504e-01,2.000000000000000000e+01,1.612681475961222632e-01,2.367389449926354528e-01,1.007212828302873064e-01
1.560283687943262443e-01,2.100000000000000000e+01,1.696363972666388997e-01,2.498037994631163439e-01,1.057620187510779630e-01
1.631205673758865105e-01,2.200000000000000000e+01,1.780752659125035275e-01,2.572314878000531158e-01,1.126939912141165373e-01
1.702127659574468044e-01,2.300000000000000000e+01,1.865859555804121883e-01,2.714272592369731396e-01,1.200803067654939299e-01
1.773049645390070983e-01,2.400000000000000000e+01,1.951696992718036650e-01,2.808661490903240909e-01,1.260898918172679850e-01
1.843971631205673645e-01,2.500000000000000000e+01,2.038277620149182567e-01,2.906332765787384975e-01,1.336997059732287219e-01
1.914893617021276584e-01,2.600000000000000000e+01,2.125614419836727442e-01,2.992749922108036698e-01,1.410781590677995800e-01
1.985815602836879523e-01,2.700000000000000000e+01,2.213720716658277854e-01,3.096822876876149655e-01,1.466988031449940055e-01
2.056737588652482185e-01,2.800000000000000000e+01,2.302610190830736980e-01,3.235966385437273884e-01,1.555524123657324176e-01
2.127659574468085124e-01,2.900000000000000000e+01,2.392296890658341113e-01,3.348497198912503414e-01,1.625415458364680155e-01
2.198581560283687786e-01,3.000000000000000000e+01,2.482795245857520317e-01,3.431264378426282513e-01,1.690173049684305373e-01
