# Fraction frozen, Temperatures, k, k_upper, k_lower
1.101321585903083803e-03,0.000000000000000000e+00,1.101928486156643870e-03,4.091143734724753470e-03,1.308117207742261028e-04
2.202643171806167605e-03,1.000000000000000000e+00,2.205072558313981180e-03,6.256890339121207005e-03,2.913840573594973608e-04
3.303964757709251625e-03,2.000000000000000000e+00,3.309434901367142370e-03,7.832809549314711378e-03,6.749190719750483786e-04
4.405286343612335211e-03,3.000000000000000000e+00,4.415018209116831210e-03,9.522511385651008520e-03,1.166236728694361761e-03
5.506607929515418796e-03,4.000000000000000000e+00,5.521825184307860811e-03,1.129746988878304464e-02,1.757672569801118885e-03
6.607929515418503250e-03,5.000000000000000000e+00,6.629858538669688474e-03,1.301624739008148089e-02,2.414310467117634744e-03
7.709251101321586835e-03,6.000000000000000000e+00,7.739120992955384089e-03,1.449253833376100593e-02,3.052065414347305237e-03
8.810572687224670421e-03,7.000000000000000000e+00,8.849615276982499348e-03,1.597943518695886522e-02,3.783651816820648734e-03
9.911894273127754007e-03,8.000000000000000000e+00,9.961344129673041850e-03,1.727806080330616945e-02,4.667750595831950643e-03
1.101321585903083759e-02,9.000000000000000000e+00,1.107431029909366517e-02,1.877368037976383935e-02,5.325624577782132191e-03
1.211453744493392118e-02,1.000000000000000000e+01,1.218851654249721549e-02,2.059897157058424716e-02,6.017162728041268276e-03
1.321585903083700650e-02,1.100000000000000000e+01,1.330396562636281498e-02,2.184216674822177587e-02,6.932603443566187108e-03
1.431718061674009008e-02,1.200000000000000000e+01,1.442066032643797915e-02,2.304756508221526834e-02,7.606633241614336842e-03
1.541850220264317367e-02,1.300000000000000000e+01,1.553860342777916084e-02,2.467839588343567411e-02,8.510831431167225139e-03
1.651982378854625552e-02,1.400000000000000000e+01,1.665779772479420925e-02,2.604031650360249042e-02,9.247544089219053923e-03
1.762114537444934084e-02,1.500000000000000000e+01,1.777824602128394438e-02,2.694586917327488132e-02,1.014664647198728481e-02
1.872246696035242616e-02,1.600000000000000000e+01,1.889995113048396208e-02,2.885254145109141313e-02,1.107892950875123683e-02
1.982378854625550801e-02,1.700000000000000000e+01,2.002291587510781484e-02,3.059385850042439445e-02,1.174756831392023519e-02
2.092511013215859333e-02,1.800000000000000000e+01,2.114714308738871104e-02,3.150353900349879555e-02,1.276445865515059633e-02
2.202643171806167519e-02,1.900000000000000000e+01,2.227263560912317794e-02,3.291902614090352897e-02,1.353482301003410167e-02
2.312775330396476051e-02,2.000000000000000000e+01,2.339939629171381569e-02,3.406378611341720486e-02,1.442193751016935047e-02
2.422907488986784236e-02,2.100000000000000000e+01,2.452742799621231151e-02,3.576855540780112669e-02,1.506993032900259127e-02
2.533039647577092768e-02,2.200000000000000000e+01,2.565673359336380702e-02,3.701240783315003918e-02,1.597943518695886522e-02
2.643171806167401300e-02,2.300000000000000000e+01,2.678731596364984299e-02,3.867541424034717790e-02,1.727806080330616945e-02
2.753303964757709485e-02,2.400000000000000000e+01,2.791917799733333039e-02,4.002035275563699257e-02,1.805438224527690372e-02
2.863436123348018017e-02,2.500000000000000000e+01,2.905232259450199125e-02,4.141206154205229195e-02,1.895793877825712251e-02
2.973568281938326202e-02,2.600000000000000000e+01,3.018675266511373911e-02,4.264341145420535301e-02,1.961720158213900098e-02
3.083700440528634734e-02,2.700000000000000000e+01,3.132247112904115727e-02,4.412633717367392405e-02,2.059897157058424716e-02
3.193832599118943266e-02,2.800000000000000000e+01,3.245948091611626507e-02,4.477755996643653646e-02,2.216451656787211261e-02
3.303964757709251104e-02,2.900000000000000000e+01,3.359778496617667198e-02,4.656152659089197315e-02,2.271237263960632080e-02
3.414096916299559636e-02,3.000000000000000000e+01,3.473738622911023977e-02,4.794599115369059528e-02,2.338770434281476143e-02
3.524229074889868168e-02,3.100000000000000000e+01,3.587828766490190613e-02,4.961331421726806329e-02,2.455817435742234378e-02
3.634361233480176701e-02,3.200000000000000000e+01,3.702049224367887081e-02,5.083964168304219711e-02,2.566159895734473201e-02
3.744493392070485233e-02,3.300000000000000000e+01,3.816400294575778701e-02,5.209628115431406969e-02,2.616779367443650486e-02
3.854625550660793071e-02,3.400000000000000000e+01,3.930882276169111317e-02,5.390793065837313353e-02,2.734354016299174461e-02
3.964757709251101603e-02,3.500000000000000000e+01,4.045495469231363828e-02,5.524041120381513459e-02,2.829441246861314277e-02
4.074889867841410135e-02,3.600000000000000000e+01,4.160240174879054065e-02,5.551083385151978078e-02,2.927835138288170658e-02
4.185022026431718667e-02,3.700000000000000000e+01,4.275116695266388545e-02,5.688293449172353300e-02,3.044481962557492663e-02
4.295154185022026505e-02,3.800000000000000000e+01,4.390125333590119694e-02,5.886103998750941840e-02,3.104536703818530988e-02
4.405286343612335037e-02,3.900000000000000000e+01,4.505266394094313565e-02,6.002211913669776300e-02,3.244026802736246079e-02
4.515418502202643569e-02,4.000000000000000000e+01,4.620540182075140445e-02,6.210938985846919946e-02,3.291902614090352897e-02
4.625550660792952101e-02,4.100000000000000000e+01,4.735947003885816742e-02,6.271897607040088918e-02,3.439811260395662929e-02
4.735682819383260633e-02,4.200000000000000000e+01,4.851487166941394896e-02,6.426924547275403299e-02,3.542090913607574831e-02
4.845814977973568471e-02,4.300000000000000000e+01,4.967160979723771880e-02,6.618023291989326429e-02,3.524835514313260504e-02
4.955947136563877004e-02,4.400000000000000000e+01,5.082968751786534622e-02,6.585783398314204451e-02,3.719359752935334079e-02
5.066079295154185536e-02,4.500000000000000000e+01,5.198910793760026100e-02,6.814804183733708109e-02,3.811293805156585474e-02
5.176211453744494068e-02,4.600000000000000000e+01,5.314987417356251131e-02,6.949231421941075293e-02,3.924619153313993469e-02
5.286343612334802600e-02,4.700000000000000000e+01,5.431198935373984099e-02,7.017436175972484314e-02,3.963138187688584196e-02
