# Fraction frozen, Temperatures, k, k_upper, k_lower
1.497005988023952187e-03,0.000000000000000000e+00,1.498127621021992217e-03,5.457261816599427544e-03,1.380307953333428635e-04
2.994011976047904373e-03,1.000000000000000000e+00,2.998502996256557397e-03,8.346196308997017380e-03,3.756210306211761954e-04
4.491017964071856994e-03,2.000000000000000000e+00,4.501132880791538365e-03,1.102495818020835482e-02,9.270578649987421330e-04
5.988023952095808747e-03,3.000000000000000000e+00,6.006024060211921818e-03,1.340327364483734698e-02,1.633522986384943225e-03
7.485029940119760500e-03,4.000000000000000000e+00,7.513183350783250204e-03,1.551802097447617726e-02,2.510498140086855207e-03
8.982035928143713988e-03,5.000000000000000000e+00,9.022617599637530739e-03,1.753305289489006519e-02,3.268027589410125479e-03
1.047904191616766574e-02,6.000000000000000000e+00,1.053433368495943975e-02,2.010209386319995392e-02,4.316920687112804286e-03
1.197604790419161749e-02,7.000000000000000000e+00,1.204833851617448034e-02,2.173576199524221084e-02,5.197162624158357773e-03
1.347305389221556925e-02,8.000000000000000000e+00,1.356463903413847316e-02,2.408311641880484660e-02,6.226409715168985254e-03
1.497005988023952100e-02,9.000000000000000000e+00,1.508324221132847573e-02,2.541218549621043418e-02,7.315191340519796789e-03
1.646706586826347449e-02,1.000000000000000000e+01,1.660415505203526043e-02,2.815657541223823973e-02,8.184745919560761085e-03
1.796407185628742798e-02,1.100000000000000000e+01,1.812738459255671536e-02,3.000204515379529743e-02,9.429958987519705335e-03
1.946107784431137799e-02,1.200000000000000000e+01,1.965293790139382296e-02,3.150353900349879555e-02,1.044834775844081035e-02
2.095808383233533148e-02,1.300000000000000000e+01,2.118082207944702380e-02,3.340484983513244271e-02,1.163338986081773052e-02
2.245508982035928150e-02,1.400000000000000000e+01,2.271104426021464812e-02,3.542090913607574831e-02,1.282694549460055254e-02
2.395209580838323499e-02,1.500000000000000000e+01,2.424361160999273859e-02,3.719359752935334079e-02,1.407405901431640037e-02
2.544910179640718847e-02,1.600000000000000000e+01,2.577853132807643444e-02,3.924619153313993469e-02,1.529233451534972935e-02
2.694610778443113849e-02,1.700000000000000000e+01,2.731581064696297911e-02,4.141206154205229195e-02,1.597943518695886522e-02
2.844311377245509198e-02,1.800000000000000000e+01,2.885545683255576199e-02,4.327274901718574512e-02,1.727806080330616945e-02
2.994011976047904200e-02,1.900000000000000000e+01,3.039747718437104534e-02,4.499676301109162280e-02,1.841051877940736575e-02
3.143712574850299896e-02,2.000000000000000000e+01,3.194187903574515625e-02,4.678946282502715465e-02,1.942653559314496195e-02
3.293413173652694897e-02,2.100000000000000000e+01,3.348866975404386076e-02,4.865358494598714251e-02,2.121146321889607472e-02
3.443113772455089899e-02,2.200000000000000000e+01,3.503785674087320223e-02,5.133861848284897167e-02,2.205654147833536333e-02
3.592814371257485595e-02,2.300000000000000000e+01,3.658944743229217145e-02,5.260759151748056056e-02,2.338770434281476143e-02
3.742514970059880597e-02,2.400000000000000000e+01,3.814344929902638293e-02,5.443702185244207042e-02,2.479920593916243657e-02
3.892215568862275599e-02,2.500000000000000000e+01,3.969986984668458230e-02,5.605565709009653619e-02,2.578722216295006517e-02
4.041916167664670601e-02,2.600000000000000000e+01,4.125871661597570184e-02,5.772242097151986107e-02,2.734354016299174461e-02
4.191616766467066296e-02,2.700000000000000000e+01,4.281999718292818502e-02,6.002211913669776300e-02,2.843292428936659497e-02
4.341317365269461298e-02,2.800000000000000000e+01,4.438371915911090010e-02,6.150572841401712870e-02,2.985588931494147918e-02
4.491017964071856300e-02,2.900000000000000000e+01,4.594989019185580920e-02,6.364459168619560070e-02,3.104536703818530988e-02
4.640718562874251996e-02,3.000000000000000000e+01,4.751851796448232357e-02,6.553700562222332382e-02,3.291902614090352897e-02
4.790419161676646997e-02,3.100000000000000000e+01,4.908961019652362950e-02,6.715693025912962411e-02,3.324211713393117329e-02
4.940119760479041999e-02,3.200000000000000000e+01,5.066317464395411058e-02,6.949231421941075293e-02,3.507664175200365941e-02
5.089820359281437695e-02,3.300000000000000000e+01,5.223921909941981606e-02,7.121000502342103577e-02,3.576855540780112669e-02
5.239520958083832697e-02,3.400000000000000000e+01,5.381775139246953304e-02,7.261467697729463711e-02,3.737567421745833368e-02
5.389221556886227699e-02,3.500000000000000000e+01,5.539877938978828020e-02,7.477380822523355119e-02,3.848700583077574455e-02
