# Fraction frozen, Temperatures, k, k_upper, k_lower
3.236245954692556787e-03,0.000000000000000000e+00,3.241493924170955714e-03,1.197929810710521639e-02,1.805604585738959439e-04
6.472491909385113575e-03,1.000000000000000000e+00,6.493529310548342738e-03,1.805438224527690372e-02,7.852320170276352353e-04
9.708737864077670796e-03,2.000000000000000000e+00,9.756174945364685241e-03,2.350219597664388732e-02,2.015216584968589422e-03
1.294498381877022715e-02,3.000000000000000000e+00,1.302950029033379635e-02,2.857211417772472992e-02,3.656497039151389034e-03
1.618122977346278524e-02,4.000000000000000000e+00,1.631357549152379419e-02,3.406378611341720486e-02,5.299680642173863754e-03
1.941747572815534159e-02,5.000000000000000000e+00,1.960847138837631259e-02,3.829951525827202108e-02,7.279555172342962004e-03
2.265372168284789794e-02,6.000000000000000000e+00,2.291425952287577672e-02,4.306194455703326457e-02,9.338306136372695465e-03
2.588996763754045430e-02,7.000000000000000000e+00,2.623101214886975827e-02,4.747998840690018790e-02,1.146419956460381986e-02
2.912621359223301065e-02,8.000000000000000000e+00,2.955880224154439073e-02,5.158994038355690925e-02,1.380180777259079616e-02
3.236245954692557047e-02,9.000000000000000000e+00,3.289770350705909646e-02,5.524041120381513459e-02,1.574703814663284615e-02
3.559870550161812336e-02,1.000000000000000000e+01,3.624779039234103661e-02,5.972971963102279014e-02,1.770513488317151246e-02
3.883495145631068318e-02,1.100000000000000000e+01,3.960913809504582744e-02,6.458386766958378045e-02,2.039876343843448001e-02
4.207119741100323607e-02,1.200000000000000000e+01,4.298182257368514392e-02,6.915378038191513643e-02,2.338770434281476143e-02
4.530744336569579589e-02,1.300000000000000000e+01,4.636592055792565503e-02,7.297015320896073354e-02,2.528838929267603411e-02
4.854368932038834877e-02,1.400000000000000000e+01,4.976150955906382539e-02,7.813347406296164421e-02,2.815657541223823973e-02
5.177993527508090860e-02,1.500000000000000000e+01,5.316866788067820676e-02,8.244540705707657791e-02,3.059385850042439445e-02
5.501618122977346842e-02,1.600000000000000000e+01,5.658747462946372986e-02,8.614976589798113704e-02,3.340484983513244271e-02
5.825242718446602130e-02,1.700000000000000000e+01,6.001800972625292302e-02,9.046125009801236905e-02,3.594365597724222261e-02
6.148867313915858113e-02,1.800000000000000000e+01,6.346035391722580632e-02,9.406528415217552119e-02,3.755864223962493420e-02
6.472491909385114095e-02,1.900000000000000000e+01,6.691458878531331145e-02,9.925644206753608811e-02,4.080978490188504754e-02
6.796116504854368690e-02,2.000000000000000000e+01,7.038079676179949395e-02,1.037161383904017659e-01,4.369745889138297590e-02
7.119741100323624672e-02,2.100000000000000000e+01,7.385906113812440443e-02,1.089067560002977830e-01,4.610897990734218188e-02
7.443365695792880654e-02,2.200000000000000000e+01,7.734946607789287831e-02,1.126939912141165373e-01,4.913110621308870024e-02
7.766990291262136636e-02,2.300000000000000000e+01,8.085209662909489947e-02,1.171837918922542243e-01,5.209628115431406969e-02
8.090614886731392619e-02,2.400000000000000000e+01,8.436703873653945973e-02,1.206681451574440067e-01,5.470351160625976789e-02
8.414239482200647213e-02,2.500000000000000000e+01,8.789437925450784006e-02,1.248643829787708659e-01,5.716139791042813140e-02
8.737864077669903196e-02,2.600000000000000000e+01,9.143420595963183684e-02,1.311133937421564422e-01,5.886103998750941840e-02
9.061488673139159178e-02,2.700000000000000000e+01,9.498660756399973648e-02,1.336997059732287219e-01,6.333454519974045238e-02
9.385113268608415160e-02,2.800000000000000000e+01,9.855167372849585328e-02,1.370044564053987390e-01,6.553700562222332382e-02
